gene,drug_class,coverage,matching_kmers,total_kmers,biosample_id
blaTEM-94_1_AJ318094,beta-lactam,0.776,1290,1662,54764853
blaTEM-95_1_AJ308558,beta-lactam,0.773,1284,1662,54764853
blaTEM-96_1_AY092401,beta-lactam,0.839,1394,1662,54764853
blaTEM-97_1_AF397067,beta-lactam,0.812,1350,1662,54764853
blaTEM-98_1_AF397068,beta-lactam,0.812,1350,1662,54764853
blaTEM-99_1_AF397066,beta-lactam,0.807,1342,1662,54764853
blaTEM-101_1_AF495873,beta-lactam,0.846,1406,1662,54764853
blaTEM-102_1_AY040093,beta-lactam,0.643,1068,1662,54764853
blaTEM-104_1_AF516719,beta-lactam,0.771,1282,1662,54764853
blaTEM-105_1_AF516720,beta-lactam,0.773,1284,1662,54764853
blaTEM-106_1_AY101578,beta-lactam,0.735,1222,1662,54764853
blaTEM-107_1_AY101764,beta-lactam,0.722,1200,1662,54764853
blaTEM-108_1_AF506748,beta-lactam,0.688,1144,1662,54764853
blaTEM-109_1_AY628175,beta-lactam,0.773,1284,1662,54764853
blaTEM-110_1_AY072920,beta-lactam,0.888,1476,1662,54764853
blaTEM-111_1_AF468003,beta-lactam,0.851,1414,1662,54764853
blaTEM-112_1_AY589493,beta-lactam,0.792,1316,1662,54764853
blaTEM-113_1_AY589494,beta-lactam,0.776,1290,1662,54764853
blaTEM-114_1_AY589495,beta-lactam,0.874,1452,1662,54764853
blaTEM-115_1_AF535127,beta-lactam,0.882,1466,1662,54764853
blaTEM-116_1_AY425988,beta-lactam,0.775,1288,1662,54764853
blaTEM-120_1_AY243512,beta-lactam,0.875,1454,1662,54764853
blaTEM-121_1_AY307374,beta-lactam,0.822,1366,1662,54764853
blaTEM-122_1_AY307100,beta-lactam,0.794,1320,1662,54764853
blaTEM-123_1_AY327539,beta-lactam,0.786,1302,1656,54764853
blaTEM-124_1_AY327540,beta-lactam,0.678,1122,1656,54764853
blaTEM-125_1_AY628176,beta-lactam,0.804,1336,1662,54764853
blaTEM-126_1_AY628199,beta-lactam,0.763,1268,1662,54764853
blaTEM-127_1_AY368236,beta-lactam,0.8,1330,1662,54764853
blaTEM-130_1_AJ866988,beta-lactam,0.791,1314,1662,54764853
blaTEM-131_1_AY436361,beta-lactam,0.781,1250,1600,54764853
blaTEM-132_1_AY491682,beta-lactam,0.775,1288,1662,54764853
blaTEM-133_1_AY528425,beta-lactam,0.844,1402,1662,54764853
blaTEM-134_1_AY574271,beta-lactam,0.845,1404,1662,54764853
blaTEM-135_1_GQ896333,beta-lactam,0.794,1320,1662,54764853
blaTEM-136_1_AY826417,beta-lactam,0.777,1292,1662,54764853
blaTEM-137_1_AM286274,beta-lactam,0.917,1524,1662,54764853
blaTEM-138_1_AY853593,beta-lactam,0.854,1420,1662,54764853
blaTEM-139_1_DQ072853,beta-lactam,0.793,1318,1662,54764853
blaTEM-141_1_AY956335,beta-lactam,0.794,1320,1662,54764853
blaTEM-142_1_DQ388882,beta-lactam,0.85,1412,1662,54764853
blaTEM-143_1_DQ075245,beta-lactam,0.81,1346,1662,54764853
blaTEM-145_1_DQ105528,beta-lactam,0.751,1248,1662,54764853
blaTEM-146_1_DQ105529,beta-lactam,0.788,1310,1662,54764853
blaTEM-147_1_DQ279850,beta-lactam,0.794,1320,1662,54764853
blaTEM-148_1_AM087454,beta-lactam,0.773,1284,1662,54764853
blaTEM-149_1_DQ369751,beta-lactam,0.844,1402,1662,54764853
blaTEM-150_1_AM183304,beta-lactam,0.794,1320,1662,54764853
blaTEM-151_1_DQ834729,beta-lactam,0.862,1432,1662,54764853
blaTEM-152_1_DQ834728,beta-lactam,0.845,1404,1662,54764853
blaTEM-153_1_KC149518,beta-lactam,0.757,1258,1662,54764853
blaTEM-154_1_FJ807656,beta-lactam,0.797,1324,1662,54764853
blaTEM-155_1_DQ679961,beta-lactam,0.859,1428,1662,54764853
blaTEM-156_1_AM941159,beta-lactam,0.813,1352,1662,54764853
blaTEM-157_1_DQ909059,beta-lactam,0.712,1184,1662,54764853
blaTEM-158_1_EF534736,beta-lactam,0.735,1222,1662,54764853
blaTEM-159_1_EF136376,beta-lactam,0.813,1352,1662,54764853
blaTEM-160_1_EF136377,beta-lactam,0.888,1476,1662,54764853
blaTEM-162_1_EF468463,beta-lactam,0.587,976,1662,54764853
blaTEM-163_1_EU815939,beta-lactam,0.785,1304,1662,54764853
blaTEM-164_1_EU274580,beta-lactam,0.741,1232,1662,54764853
blaTEM-166_1_FJ197316,beta-lactam,0.773,1284,1662,54764853
blaTEM-167_1_FJ360884,beta-lactam,0.776,1290,1662,54764853
blaTEM-168_1_FJ919776,beta-lactam,0.794,1320,1662,54764853
blaTEM-171_1_GQ149347,beta-lactam,0.812,1350,1662,54764853
blaTEM-176_1_GU550123,beta-lactam,0.773,1284,1662,54764853
blaTEM-177_1_FN652295,beta-lactam,0.777,1292,1662,54764853
blaTEM-178_1_X97254,beta-lactam,0.728,1206,1656,54764853
blaTEM-182_1_HQ317449,beta-lactam,0.735,1222,1662,54764853
blaTEM-183_1_HQ529916,beta-lactam,0.794,1320,1662,54764853
blaTEM-184_1_FR848831,beta-lactam,0.794,1320,1662,54764853
blaTEM-185_1_JF795538,beta-lactam,0.884,1470,1662,54764853
blaTEM-186_1_JN227084,beta-lactam,0.774,1286,1662,54764853
blaTEM-187_1_HM246246,beta-lactam,0.843,1396,1656,54764853
blaTEM-188_1_JN211012,beta-lactam,0.884,1470,1662,54764853
blaTEM-189_1_JN254627,beta-lactam,0.787,1308,1662,54764853
blaTEM-190_1_JN416112,beta-lactam,0.884,1470,1662,54764853
blaTEM-193_1_JN935135,beta-lactam,0.741,1232,1662,54764853
blaTEM-194_1_JN935136,beta-lactam,0.603,1002,1662,54764853
blaTEM-195_1_JN935137,beta-lactam,0.783,1302,1662,54764853
blaTEM-197_1_HQ877606,beta-lactam,0.744,1236,1662,54764853
blaTEM-198_1_AB700703,beta-lactam,0.773,1284,1662,54764853
blaTEM-201_1_JX310327,beta-lactam,0.735,1222,1662,54764853
blaTEM-205_1_KC900516,beta-lactam,0.768,1276,1662,54764853
blaTEM-206_1_KC783461,beta-lactam,0.801,1332,1662,54764853
blaTEM-207_1_KC818234,beta-lactam,0.801,1332,1662,54764853
blaTEM-208_1_KC865667,beta-lactam,0.773,1284,1662,54764853
blaTEM-209_1_KF240808,beta-lactam,0.805,1338,1662,54764853
blaTEM-211_1_KF513179,beta-lactam,0.764,1270,1662,54764853
blaADC-25_1_EF016355,beta-lactam,0.445,998,2244,54764853
blaOXA-545_1_KY674541,beta-lactam,0.396,629,1590,54764853
blaOXA-556_1_KY126231,beta-lactam,0.302,480,1590,54764853
blaOXA-557_1_KY126232,beta-lactam,0.383,609,1590,54764853
blaOXA-565_1_KY883665,beta-lactam,0.333,528,1584,54764853
blaOXA-315_1_KF057032,beta-lactam,0.376,598,1590,54764853
blaOXA-316_1_KF057033,beta-lactam,0.366,582,1590,54764853
blaOXA-260_1_APOR01000009,beta-lactam,0.489,778,1590,54764853
blaOXA-103_1_APQF01000011,beta-lactam,0.336,533,1584,54764853
blaTEM-52_1_Y13612,beta-lactam,0.744,1236,1662,54764853
blaTEM-40_1_FR717535,beta-lactam,0.832,1382,1662,54764853
blaTEM-36_1_KY305958,beta-lactam,0.735,1222,1662,54764853
blaTEM-35_1_KP860986,beta-lactam,0.735,1222,1662,54764853
blaTEM-32_1_CXLQ01000061,beta-lactam,0.794,1320,1662,54764853
blaTEM-26_1_LDCJ01000052,beta-lactam,0.794,1320,1662,54764853
blaTEM-19_1_JX042489,beta-lactam,0.925,1538,1662,54764853
blaTEM-9_1_KY271103,beta-lactam,0.844,1402,1662,54764853
blaTEM-4_1_LK391770,beta-lactam,0.813,1352,1662,54764853
blaTEM-169_1_KP012538,beta-lactam,0.794,1320,1662,54764853
blaTEM-144_1_AM049400,beta-lactam,0.8,1330,1662,54764853
blaTEM-129_1_AJ746225,beta-lactam,0.859,1428,1662,54764853
blaTEM-128_1_AY368237,beta-lactam,0.799,1328,1662,54764853
blaTEM-181_1_KM977568,beta-lactam,0.794,1320,1662,54764853
blaTEM-191_1_KY432484,beta-lactam,0.925,1538,1662,54764853
blaTEM-196_1_JQ034306,beta-lactam,0.78,1296,1662,54764853
blaTEM-210_1_KJ484630,beta-lactam,0.771,1282,1662,54764853
blaTEM-212_1_KF481968,beta-lactam,0.925,1538,1662,54764853
blaTEM-213_1_LJEE02000034,beta-lactam,0.773,1284,1662,54764853
blaTEM-214_1_KP050491,beta-lactam,0.794,1320,1662,54764853
blaTEM-215_1_KP050492,beta-lactam,0.783,1302,1662,54764853
blaTEM-216_1_KF944358,beta-lactam,0.782,1300,1662,54764853
blaTEM-217_1_HG934763,beta-lactam,0.773,1284,1662,54764853
blaTEM-219_1_KM114268,beta-lactam,0.773,1284,1662,54764853
blaTEM-220_1_KM998962,beta-lactam,0.763,1268,1662,54764853
blaTEM-224_1_KU664545,beta-lactam,0.832,1382,1662,54764853
blaTEM-225_1_KY432403,beta-lactam,0.744,1236,1662,54764853
blaTEM-226_1_KY646301,beta-lactam,0.722,1200,1662,54764853
blaTEM-227_1_KY418040,beta-lactam,0.785,1304,1662,54764853
blaTEM-229_1_MG821356,beta-lactam,0.738,1226,1662,54764853
blaTEM-230_1_MG821377,beta-lactam,0.748,1244,1662,54764853
blaTEM-231_1_MG821378,beta-lactam,0.794,1320,1662,54764853
blaTEM-232_1_MH079593,beta-lactam,0.773,1284,1662,54764853
blaTEM-233_1_MH270416,beta-lactam,0.694,1154,1662,54764853
blaTEM-234_1_MH243353,beta-lactam,0.773,1284,1662,54764853
msr(E)_1_FR751518,macrolide,0.5,1446,2892,54764853
mph(E)_1_DQ839391,macrolide,0.5,855,1710,54764853
mph(E)_2_JF769133,macrolide,0.482,824,1710,54764853
sul2_1_AF542061,sulfonamide,0.943,1482,1572,54764853
sul2_2_AY034138,sulfonamide,1.0,1572,1572,54764853
sul2_3_HQ840942,sulfonamide,0.889,1398,1572,54764853
sul2_5_AY524415,sulfonamide,0.692,1088,1572,54764853
sul2_6_FN995456,sulfonamide,0.921,1448,1572,54764853
sul2_7_HM486907,sulfonamide,0.917,1508,1644,54764853
sul2_8_AJ877041,sulfonamide,0.917,1508,1644,54764853
sul2_9_FJ197818,sulfonamide,0.955,1570,1644,54764853
sul2_10_AM183225,sulfonamide,0.921,1454,1578,54764853
sul2_11_AY232670,sulfonamide,0.961,1510,1572,54764853
sul2_12_AF497970,sulfonamide,0.961,1510,1572,54764853
sul2_13_AJ289135,sulfonamide,0.959,1508,1572,54764853
sul2_14_AJ514834,sulfonamide,0.986,1556,1578,54764853
sul2_15_FJ968160,sulfonamide,0.961,1510,1572,54764853
sul2_17_U57647,sulfonamide,0.961,1510,1572,54764853
sul2_18_AJ830714,sulfonamide,0.961,1510,1572,54764853
sul2_19_AJ319822,sulfonamide,0.961,1510,1572,54764853
sul2_20_AJ830710,sulfonamide,0.961,1510,1572,54764853
sul2_21_AB366440,sulfonamide,0.889,1398,1572,54764853
tet(B)_1_AP000342,tetracycline,0.497,1170,2352,54764853
tet(B)_2_AF326777,tetracycline,0.484,1139,2352,54764853
tet(B)_3_AJ277653,tetracycline,0.445,1046,2352,54764853
aph(6)-Id_1_M28829,aminoglycoside,0.5,807,1614,54456457
aph(6)-Id_3_AB109805,aminoglycoside,0.462,745,1614,54456457
aph(6)-Id_4_CP000971,aminoglycoside,0.481,770,1602,54456457
aph(6)-Id_5_18676889,aminoglycoside,0.481,776,1614,54456457
aph(3'')-Ib_1_M28829,aminoglycoside,0.458,709,1548,54456457
aph(3'')-Ib_3_AF321550,aminoglycoside,0.48,743,1548,54456457
aph(3'')-Ib_4_AF313472,aminoglycoside,0.48,743,1548,54456457
aph(3'')-Ib_2_AF024602,aminoglycoside,0.499,773,1548,54456457
aph(3'')-Ib_5_AF321551,aminoglycoside,0.48,743,1548,54456457
aph(6)-Id_2_AF024602,aminoglycoside,0.481,776,1614,54456457
blaOXA-336_1_KF048907,beta-lactam,0.481,764,1590,54456457
blaOXA-338_1_KF048909,beta-lactam,0.304,483,1590,54456457
blaOXA-342_1_KF048915,beta-lactam,0.336,534,1590,54456457
blaOXA-343_1_KF048916,beta-lactam,0.37,588,1590,54456457
blaOXA-344_1_KF048917,beta-lactam,0.306,487,1590,54456457
blaOXA-345_1_KF048918,beta-lactam,0.367,583,1590,54456457
blaOXA-366_1_KP050485,beta-lactam,0.48,761,1584,54456457
blaOXA-375_1_KF986256,beta-lactam,0.375,597,1590,54456457
blaOXA-381_1_KJ135344,beta-lactam,0.304,483,1590,54456457
blaOXA-382_1_KJ135345,beta-lactam,0.306,487,1590,54456457
blaOXA-383_1_KF986262,beta-lactam,0.32,509,1590,54456457
blaOXA-398_1_KM087842,beta-lactam,0.48,761,1584,54456457
blaOXA-403_1_KJ920337,beta-lactam,0.316,502,1590,54456457
blaOXA-422_1_KM433671,beta-lactam,0.48,761,1584,54456457
blaOXA-423_1_KM433672,beta-lactam,0.461,730,1584,54456457
blaOXA-425_1_KM588353,beta-lactam,0.461,733,1590,54456457
blaOXA-435_1_KP144324,beta-lactam,0.48,761,1584,54456457
blaOXA-440_1_KP727574,beta-lactam,0.48,761,1584,54456457
blaOXA-480_1_KR872296,beta-lactam,0.486,773,1590,54456457
blaOXA-482_1_KP264124,beta-lactam,0.48,761,1584,54456457
blaOXA-483_1_KP264125,beta-lactam,0.48,761,1584,54456457
blaOXA-507_1_KU551305,beta-lactam,0.321,510,1590,54456457
blaOXA-508_1_KU596972,beta-lactam,0.492,782,1590,54456457
blaOXA-510_1_JX865393,beta-lactam,0.301,478,1590,54456457
blaOXA-511_1_KU710720,beta-lactam,0.387,616,1590,54456457
blaOXA-516_1_KU871391,beta-lactam,0.311,494,1590,54456457
blaOXA-521_1_KX462701,beta-lactam,0.376,598,1590,54456457
blaOXA-525_1_KX599406,beta-lactam,0.461,733,1590,54456457
blaOXA-536_1_KX859240,beta-lactam,0.481,764,1590,54456457
blaOXA-23_1_AY795964,beta-lactam,0.5,792,1584,54456457
blaOXA-27_1_AF201828,beta-lactam,0.441,699,1584,54456457
blaOXA-49_1_AY288523,beta-lactam,0.462,734,1590,54456457
blaOXA-64_1_AY750907,beta-lactam,0.308,489,1590,54456457
blaOXA-65_1_AY750908,beta-lactam,0.454,722,1590,54456457
blaOXA-66_1_AY750909,beta-lactam,0.5,795,1590,54456457
blaOXA-69_1_AY859527,beta-lactam,0.321,510,1590,54456457
blaOXA-73_1_AY762325,beta-lactam,0.48,761,1584,54456457
blaOXA-76_1_AY949203,beta-lactam,0.489,777,1590,54456457
blaOXA-79_1_EU019534,beta-lactam,0.481,764,1590,54456457
blaOXA-80_1_EU019535,beta-lactam,0.481,764,1590,54456457
blaOXA-82_1_DQ987479,beta-lactam,0.481,764,1590,54456457
blaOXA-83_1_DQ309277,beta-lactam,0.481,764,1590,54456457
blaOXA-84_1_DQ309276,beta-lactam,0.461,733,1590,54456457
blaOXA-88_1_DQ392963,beta-lactam,0.425,676,1590,54456457
blaOXA-90_1_EU547443,beta-lactam,0.397,631,1590,54456457
blaOXA-92_1_DQ335566,beta-lactam,0.301,479,1590,54456457
blaOXA-94_1_DQ519088,beta-lactam,0.377,599,1590,54456457
blaOXA-95_1_DQ519089,beta-lactam,0.393,625,1590,54456457
blaOXA-106_1_EF650032,beta-lactam,0.316,502,1590,54456457
blaOXA-107_1_LAVJ01000082,beta-lactam,0.313,498,1590,54456457
blaOXA-108_1_EF650034,beta-lactam,0.367,584,1590,54456457
blaOXA-109_1_EF650035,beta-lactam,0.481,764,1590,54456457
blaOXA-110_1_EF650036,beta-lactam,0.321,510,1590,54456457
blaOXA-112_1_EF650038,beta-lactam,0.301,479,1590,54456457
blaOXA-115_1_EU029998,beta-lactam,0.461,733,1590,54456457
blaOXA-120_1_EU255289,beta-lactam,0.317,504,1590,54456457
blaOXA-126_1_EU255295,beta-lactam,0.367,584,1590,54456457
blaOXA-127_1_EU255296,beta-lactam,0.481,764,1590,54456457
blaOXA-130_1_EU547445,beta-lactam,0.387,615,1590,54456457
blaOXA-131_1_EU547446,beta-lactam,0.461,733,1590,54456457
blaOXA-138_1_EU670845,beta-lactam,0.471,749,1590,54456457
blaOXA-146_1_FJ194494,beta-lactam,0.481,765,1590,54456457
blaOXA-165_1_HM488986,beta-lactam,0.48,761,1584,54456457
blaOXA-166_1_HM488987,beta-lactam,0.48,761,1584,54456457
blaOXA-167_1_HM488988,beta-lactam,0.48,761,1584,54456457
blaOXA-168_1_HM488989,beta-lactam,0.48,761,1584,54456457
blaOXA-169_1_HM488990,beta-lactam,0.48,761,1584,54456457
blaOXA-170_1_HM488991,beta-lactam,0.48,761,1584,54456457
blaOXA-171_1_HM488992,beta-lactam,0.48,761,1584,54456457
blaOXA-172_1_HM113558,beta-lactam,0.461,733,1590,54456457
blaOXA-173_1_HM113559,beta-lactam,0.453,721,1590,54456457
blaOXA-174_1_HM113560,beta-lactam,0.469,746,1590,54456457
blaOXA-175_1_HM113561,beta-lactam,0.461,733,1590,54456457
blaOXA-176_1_HM113562,beta-lactam,0.461,733,1590,54456457
blaOXA-177_1_HM113563,beta-lactam,0.461,733,1590,54456457
blaOXA-178_1_HM113564,beta-lactam,0.461,733,1590,54456457
blaOXA-180_1_HM570036,beta-lactam,0.31,493,1590,54456457
blaOXA-194_1_HQ425492,beta-lactam,0.467,743,1590,54456457
blaOXA-195_1_HQ425493,beta-lactam,0.417,663,1590,54456457
blaOXA-196_1_HQ425494,beta-lactam,0.455,723,1590,54456457
blaOXA-197_1_HQ425495,beta-lactam,0.448,712,1590,54456457
blaOXA-200_1_HQ734811,beta-lactam,0.372,592,1590,54456457
blaOXA-201_1_HQ734812,beta-lactam,0.461,733,1590,54456457
blaOXA-202_1_HQ734813,beta-lactam,0.481,764,1590,54456457
blaOXA-206_1_AB634250,beta-lactam,0.481,764,1590,54456457
blaOXA-225_1_JN638887,beta-lactam,0.48,761,1584,54456457
blaOXA-234_1_NG_050607,beta-lactam,0.481,764,1590,54456457
blaOXA-239_1_JQ837239,beta-lactam,0.455,721,1584,54456457
blaOXA-248_1_HE963769,beta-lactam,0.321,510,1590,54456457
blaOXA-249_1_HE963770,beta-lactam,0.367,584,1590,54456457
blaOXA-250_1_HE963771,beta-lactam,0.303,481,1590,54456457
blaOXA-254_1_AB781687,beta-lactam,0.481,764,1590,54456457
blaOXA-371_1_AB871653,beta-lactam,0.301,479,1590,54456457
blaADC-25_1_EF016355,beta-lactam,0.472,1060,2244,54456457
blaOXA-545_1_KY674541,beta-lactam,0.396,629,1590,54456457
blaOXA-556_1_KY126231,beta-lactam,0.302,480,1590,54456457
blaOXA-557_1_KY126232,beta-lactam,0.383,609,1590,54456457
blaOXA-565_1_KY883665,beta-lactam,0.333,528,1584,54456457
blaOXA-315_1_KF057032,beta-lactam,0.376,598,1590,54456457
blaOXA-316_1_KF057033,beta-lactam,0.366,582,1590,54456457
blaOXA-260_1_APOR01000009,beta-lactam,0.489,778,1590,54456457
blaOXA-103_1_APQF01000011,beta-lactam,0.336,533,1584,54456457
tet(B)_1_AP000342,tetracycline,0.497,1170,2352,54456457
tet(B)_2_AF326777,tetracycline,0.484,1139,2352,54456457
tet(B)_3_AJ277653,tetracycline,0.445,1046,2352,54456457
aac(6')-Ib_2_M23634,aminoglycoside,0.494,569,1152,48146744
aac(6')-Ib11_1_AY136758,aminoglycoside,0.483,522,1080,48146744
aac(6')-Ib-Hangzhou_1_FJ503047,aminoglycoside,0.485,474,978,48146744
aph(3')-VI_2_APPJ01000012,aminoglycoside,0.671,1006,1500,48146744
aph(3')-VI_1_KC170992,aminoglycoside,1.0,1500,1500,48146744
aph(3')-Ia_2_EU287476,aminoglycoside,0.505,794,1572,48146744
aph(3')-Ia_3_EF015636,aminoglycoside,0.7,1100,1572,48146744
aph(3')-Ia_4_AF498082,aminoglycoside,0.959,1446,1508,48146744
aph(3')-Ia_5_AP004237,aminoglycoside,0.664,1044,1572,48146744
aph(3')-Ia_6_L05392,aminoglycoside,0.821,1290,1572,48146744
aph(3')-Ia_7_X62115,aminoglycoside,0.768,1208,1572,48146744
aph(3')-Ia_8_Y00452,aminoglycoside,0.729,1146,1572,48146744
aph(3')-Ia_9_EU722351,aminoglycoside,0.712,1120,1572,48146744
aph(3')-Ia_10_EU855787,aminoglycoside,0.81,1274,1572,48146744
aac(6')-Ib_1_M21682,aminoglycoside,0.509,586,1152,48146744
aac(6')-Ib3_1_X60321,aminoglycoside,0.534,561,1050,48146744
ant(3'')-Ia_1_X02340,aminoglycoside,0.387,730,1884,48146744
aadA1_2_FJ591054,aminoglycoside,0.362,552,1524,48146744
aadA1_3_JQ414041,aminoglycoside,0.454,692,1524,48146744
aadA1b_1_M95287,aminoglycoside,0.386,588,1524,48146744
aadA1_4_JQ480156,aminoglycoside,0.5,759,1518,48146744
aadA1_5_JX185132,aminoglycoside,0.447,681,1524,48146744
aadA15_1_DQ393783,aminoglycoside,0.338,515,1524,48146744
aadA21_1_AY171244,aminoglycoside,0.341,520,1524,48146744
aadA22_1_AM261837,aminoglycoside,0.354,540,1524,48146744
aadA23_1_AJ809407,aminoglycoside,0.347,521,1500,48146744
aph(3')-Ia_1_V00359,aminoglycoside,0.961,1510,1572,48146744
aph(3')-VIa_1_X07753,aminoglycoside,0.58,870,1500,48146744
aph(3')-VIb_1_AJ627643,aminoglycoside,0.339,508,1500,48146744
armA_1_AY220558,aminoglycoside,0.958,1426,1488,48146744
aac(6')-Ib-cr_1_DQ303918,aminoglycoside,0.522,595,1140,48146744
aac(6')-Ib-cr_2_EF636461,aminoglycoside,0.504,493,978,48146744
aadA24_1_DQ677333,aminoglycoside,0.421,632,1500,48146744
aac(6')Ib-cr_3_EF210035,aminoglycoside,0.514,503,978,48146744
blaNDM-19_1_MF370080,beta-lactam,0.441,690,1566,48146744
blaNDM-20_1_KY654092,beta-lactam,0.497,778,1566,48146744
blaNDM-21_1_MG183694,beta-lactam,0.48,752,1566,48146744
blaOXA-392_1_AB901044,beta-lactam,0.567,908,1602,48146744
blaOXA-534_1_KX714285,beta-lactam,0.961,1540,1602,48146744
blaNDM-17_1_KX812714,beta-lactam,0.48,752,1566,48146744
blaNDM-18_1_KY503030,beta-lactam,0.446,712,1596,48146744
blaNDM-11_1_KP265939,beta-lactam,0.46,721,1566,48146744
blaNDM-14_1_KM210086,beta-lactam,0.441,690,1566,48146744
blaNDM-15_1_KP735848,beta-lactam,0.46,721,1566,48146744
blaNDM-16_1_KP862821,beta-lactam,0.446,698,1566,48146744
blaCTX-M-1_1_DQ915955,beta-lactam,0.335,567,1692,48146744
blaCTX-M-12_1_DQ821704,beta-lactam,0.335,567,1692,48146744
blaCTX-M-23_1_AF488377,beta-lactam,0.369,624,1692,48146744
blaCTX-M-28_6_AJ549244,beta-lactam,0.48,813,1692,48146744
blaCTX-M-29_1_AY267213,beta-lactam,0.407,689,1692,48146744
blaCTX-M-30_1_AY292654,beta-lactam,0.315,533,1692,48146744
blaCTX-M-32_2_AJ557142,beta-lactam,0.353,598,1692,48146744
blaCTX-M-33_1_AY238472,beta-lactam,0.482,815,1692,48146744
blaCTX-M-36_1_AB177384,beta-lactam,0.353,598,1692,48146744
blaCTX-M-42_1_DQ061159,beta-lactam,0.463,784,1692,48146744
blaCTX-M-54_1_DQ303459,beta-lactam,0.463,784,1692,48146744
blaCTX-M-58_1_EF210159,beta-lactam,0.317,536,1692,48146744
blaCTX-M-60_1_AM411407,beta-lactam,0.317,536,1692,48146744
blaCTX-M-61_1_EF219142,beta-lactam,0.342,579,1692,48146744
blaCTX-M-62_1_EF219134,beta-lactam,0.342,578,1692,48146744
blaCTX-M-66_1_EF576988,beta-lactam,0.463,784,1692,48146744
blaCTX-M-69_1_EU402393,beta-lactam,0.456,772,1692,48146744
blaCTX-M-71_1_FJ815436,beta-lactam,0.482,815,1692,48146744
blaCTX-M-72_1_AY847148,beta-lactam,0.463,784,1692,48146744
blaCTX-M-80_1_EU202673,beta-lactam,0.462,782,1692,48146744
blaCTX-M-82_1_DQ256091,beta-lactam,0.482,815,1692,48146744
blaCTX-M-88_1_FJ873739,beta-lactam,0.482,815,1692,48146744
blaCTX-M-96_1_AJ704396,beta-lactam,0.353,598,1692,48146744
blaCTX-M-101_1_HQ398214,beta-lactam,0.482,815,1692,48146744
blaCTX-M-103_1_HG423149,beta-lactam,0.482,815,1692,48146744
blaCTX-M-114_1_GQ351346,beta-lactam,0.476,806,1692,48146744
blaCTX-M-116_1_JF966749,beta-lactam,0.425,719,1692,48146744
blaCTX-M-117_1_JN227085,beta-lactam,0.482,815,1692,48146744
blaCTX-M-132_1_JX313020,beta-lactam,0.35,593,1692,48146744
blaCTX-M-136_1_KC351754,beta-lactam,0.433,733,1692,48146744
blaCTX-M-139_1_KC107824,beta-lactam,0.482,815,1692,48146744
blaCTX-M-142_1_KF240809,beta-lactam,0.482,815,1692,48146744
blaOXA-1_1_HQ170510,beta-lactam,1.0,1602,1602,48146744
blaOXA-4_1_AY162283,beta-lactam,0.923,1478,1602,48146744
blaOXA-9_1_KQ089875,beta-lactam,0.5,795,1590,48146744
blaOXA-31_1_AF294653,beta-lactam,0.884,1416,1602,48146744
blaOXA-47_1_AY237830,beta-lactam,0.528,846,1602,48146744
blaOXA-224_1_JN412067,beta-lactam,0.909,1456,1602,48146744
blaOXA-320_1_KF151169,beta-lactam,0.961,1540,1602,48146744
blaSHV-2a_1_X98102,beta-lactam,0.327,543,1662,48146744
blaSHV-5_1_X55640,beta-lactam,0.344,571,1662,48146744
blaSHV-7_1_U20270,beta-lactam,0.313,520,1662,48146744
blaSHV-8_1_U92041,beta-lactam,0.345,574,1662,48146744
blaSHV-13_1_AF164577,beta-lactam,0.345,574,1662,48146744
blaSHV-15_1_AJ011428,beta-lactam,0.309,513,1662,48146744
blaSHV-16_1_AF072684,beta-lactam,0.337,571,1692,48146744
blaSHV-24_1_AB023477,beta-lactam,0.345,574,1662,48146744
blaSHV-25_1_AF208796,beta-lactam,0.327,543,1662,48146744
blaSHV-26_1_AF227204,beta-lactam,0.308,512,1662,48146744
blaSHV-27_1_AF293345,beta-lactam,0.354,589,1662,48146744
blaSHV-28_1_AF299299,beta-lactam,0.307,511,1662,48146744
blaSHV-31_1_AY277255,beta-lactam,0.335,557,1662,48146744
blaSHV-33_1_AY037779,beta-lactam,0.317,527,1662,48146744
blaSHV-35_1_AY070258,beta-lactam,0.312,519,1662,48146744
blaSHV-36_1_AF467947,beta-lactam,0.33,548,1662,48146744
blaSHV-37_1_AF467948,beta-lactam,0.309,514,1662,48146744
blaSHV-40_1_AF535128,beta-lactam,0.316,526,1662,48146744
blaSHV-41_1_AF535129,beta-lactam,0.329,547,1662,48146744
blaSHV-45_1_AF547625,beta-lactam,0.353,586,1662,48146744
blaSHV-46_1_AY210887,beta-lactam,0.302,502,1662,48146744
blaSHV-48_1_AY263404,beta-lactam,0.335,556,1662,48146744
blaSHV-49_1_AY528718,beta-lactam,0.345,574,1662,48146744
blaSHV-51_1_AY289548,beta-lactam,0.341,567,1662,48146744
blaSHV-55_1_DQ054528,beta-lactam,0.319,530,1662,48146744
